file,label
data/natural_images/car/car_0460.jpg,1
data/natural_images/car/car_0290.jpg,1
data/natural_images/car/car_0798.jpg,1
data/natural_images/car/car_0605.jpg,1
data/natural_images/car/car_0559.jpg,1
data/natural_images/car/car_0495.jpg,1
data/natural_images/car/car_0800.jpg,1
data/natural_images/car/car_0150.jpg,1
data/natural_images/car/car_0531.jpg,1
data/natural_images/car/car_0582.jpg,1
data/natural_images/car/car_0354.jpg,1
data/natural_images/car/car_0049.jpg,1
data/natural_images/car/car_0868.jpg,1
data/natural_images/car/car_0389.jpg,1
data/natural_images/car/car_0415.jpg,1
data/natural_images/car/car_0379.jpg,1
data/natural_images/car/car_0807.jpg,1
data/natural_images/car/car_0275.jpg,1
data/natural_images/car/car_0786.jpg,1
data/natural_images/car/car_0758.jpg,1
data/natural_images/car/car_0581.jpg,1
data/natural_images/car/car_0459.jpg,1
data/natural_images/car/car_0789.jpg,1
data/natural_images/car/car_0910.jpg,1
data/natural_images/car/car_0466.jpg,1
data/natural_images/car/car_0960.jpg,1
data/natural_images/car/car_0406.jpg,1
data/natural_images/car/car_0610.jpg,1
data/natural_images/car/car_0023.jpg,1
data/natural_images/car/car_0514.jpg,1
data/natural_images/car/car_0528.jpg,1
data/natural_images/car/car_0407.jpg,1
data/natural_images/car/car_0593.jpg,1
data/natural_images/car/car_0446.jpg,1
data/natural_images/car/car_0493.jpg,1
data/natural_images/car/car_0358.jpg,1
data/natural_images/car/car_0002.jpg,1
data/natural_images/car/car_0388.jpg,1
data/natural_images/car/car_0845.jpg,1
data/natural_images/car/car_0417.jpg,1
data/natural_images/car/car_0452.jpg,1
data/natural_images/car/car_0596.jpg,1
data/natural_images/car/car_0584.jpg,1
data/natural_images/car/car_0714.jpg,1
data/natural_images/car/car_0363.jpg,1
data/natural_images/car/car_0490.jpg,1
data/natural_images/car/car_0210.jpg,1
data/natural_images/car/car_0048.jpg,1
data/natural_images/car/car_0133.jpg,1
data/natural_images/car/car_0115.jpg,1
data/natural_images/car/car_0069.jpg,1
data/natural_images/car/car_0007.jpg,1
data/natural_images/car/car_0418.jpg,1
data/natural_images/car/car_0639.jpg,1
data/natural_images/car/car_0105.jpg,1
data/natural_images/car/car_0928.jpg,1
data/natural_images/car/car_0101.jpg,1
data/natural_images/car/car_0536.jpg,1
data/natural_images/car/car_0061.jpg,1
data/natural_images/car/car_0707.jpg,1
data/natural_images/car/car_0143.jpg,1
data/natural_images/car/car_0285.jpg,1
data/natural_images/car/car_0686.jpg,1
data/natural_images/car/car_0333.jpg,1
data/natural_images/car/car_0240.jpg,1
data/natural_images/car/car_0957.jpg,1
data/natural_images/car/car_0898.jpg,1
data/natural_images/car/car_0773.jpg,1
data/natural_images/car/car_0642.jpg,1
data/natural_images/car/car_0024.jpg,1
data/natural_images/car/car_0494.jpg,1
data/natural_images/car/car_0740.jpg,1
data/natural_images/car/car_0521.jpg,1
data/natural_images/car/car_0364.jpg,1
data/natural_images/car/car_0734.jpg,1
data/natural_images/car/car_0330.jpg,1
data/natural_images/car/car_0088.jpg,1
data/natural_images/car/car_0419.jpg,1
data/natural_images/car/car_0244.jpg,1
data/natural_images/car/car_0947.jpg,1
data/natural_images/car/car_0348.jpg,1
data/natural_images/car/car_0239.jpg,1
data/natural_images/car/car_0766.jpg,1
data/natural_images/car/car_0265.jpg,1
data/natural_images/car/car_0924.jpg,1
data/natural_images/car/car_0694.jpg,1
data/natural_images/car/car_0246.jpg,1
data/natural_images/car/car_0541.jpg,1
data/natural_images/car/car_0860.jpg,1
data/natural_images/car/car_0870.jpg,1
data/natural_images/car/car_0491.jpg,1
data/natural_images/car/car_0057.jpg,1
data/natural_images/car/car_0248.jpg,1
data/natural_images/car/car_0167.jpg,1
data/natural_images/car/car_0003.jpg,1
data/natural_images/car/car_0169.jpg,1
data/natural_images/car/car_0509.jpg,1
data/natural_images/car/car_0309.jpg,1
data/natural_images/car/car_0533.jpg,1
data/natural_images/car/car_0606.jpg,1
data/natural_images/car/car_0934.jpg,1
data/natural_images/car/car_0447.jpg,1
data/natural_images/car/car_0652.jpg,1
data/natural_images/car/car_0072.jpg,1
data/natural_images/car/car_0334.jpg,1
data/natural_images/car/car_0203.jpg,1
data/natural_images/car/car_0040.jpg,1
data/natural_images/car/car_0911.jpg,1
data/natural_images/car/car_0967.jpg,1
data/natural_images/car/car_0552.jpg,1
data/natural_images/car/car_0572.jpg,1
data/natural_images/car/car_0316.jpg,1
data/natural_images/car/car_0200.jpg,1
data/natural_images/car/car_0171.jpg,1
data/natural_images/car/car_0862.jpg,1
data/natural_images/car/car_0253.jpg,1
data/natural_images/car/car_0481.jpg,1
data/natural_images/car/car_0678.jpg,1
data/natural_images/car/car_0795.jpg,1
data/natural_images/car/car_0142.jpg,1
data/natural_images/car/car_0785.jpg,1
data/natural_images/car/car_0153.jpg,1
data/natural_images/car/car_0242.jpg,1
data/natural_images/car/car_0562.jpg,1
data/natural_images/car/car_0028.jpg,1
data/natural_images/car/car_0269.jpg,1
data/natural_images/car/car_0284.jpg,1
data/natural_images/car/car_0323.jpg,1
data/natural_images/car/car_0809.jpg,1
data/natural_images/car/car_0416.jpg,1
data/natural_images/car/car_0889.jpg,1
data/natural_images/car/car_0162.jpg,1
data/natural_images/car/car_0033.jpg,1
data/natural_images/car/car_0660.jpg,1
data/natural_images/car/car_0590.jpg,1
data/natural_images/car/car_0598.jpg,1
data/natural_images/car/car_0538.jpg,1
data/natural_images/car/car_0661.jpg,1
data/natural_images/car/car_0711.jpg,1
data/natural_images/car/car_0841.jpg,1
data/natural_images/car/car_0741.jpg,1
data/natural_images/car/car_0788.jpg,1
data/natural_images/car/car_0022.jpg,1
data/natural_images/car/car_0463.jpg,1
data/natural_images/car/car_0877.jpg,1
data/natural_images/car/car_0021.jpg,1
data/natural_images/car/car_0340.jpg,1
data/natural_images/car/car_0591.jpg,1
